Date,Title,Summary,Source,URL
20170525,A new rival for Elon Musk has just blasted off in the space race,"Rocket Lab, a Silicon Valley-funded space company, successfully launched a battery-powered, 3-D printed rocket into space from New Zealand, marking a new competitor in the race for cheap space access. This successful test is the first of three trial flights before planned commercial take-offs later in the year, distinguishing itself by focusing on cheap, disposable rockets rather than reusable ones like those pursued by Elon Musk's SpaceX and Jeff Bezos' Blue Origin. Rocket Lab aims for over 50 launches annually, positioning New Zealand as a significant player in the global satellite launch industry.",CNBC,https://www.cnbc.com/2017/05/25/rocket-lab-elon-musk-space-3d-printed-new-zealand.html
20170526,Tesla Workers Get Seriously Injured Almost Twice as Much as Industry Average,"A non-profit study by Worksafe indicates that workers at Tesla's Fremont plant experienced serious injuries at nearly double the auto industry average. While Tesla acknowledges past challenges, it claims significant improvements have been made, leading to a much lower injury rate. This study emerges as some workers push for unionization and Tesla prepares for critical Model 3 production.",NBC News,https://www.nbcnews.com/business/autos/tesla-workers-get-seriously-injured-almost-twice-much-industry-average-n765096
20170531,Watch Morgan Stanley Takes a Pause on Tesla With Downgrade,"Morgan Stanley analyst Adam Jonas explains the firm's downgrade of Tesla, citing competitive pressure in AI applications for driving from major tech companies like Amazon, Apple, and Alphabet. He emphasizes that Tesla is viewed as more than just a car company, focusing on sustainable transport energy infrastructure. Jonas discusses how traditional auto manufacturers are struggling to adapt to this new model, which values miles traveled and data monetization.",Bloomberg.com,https://www.bloomberg.com/news/videos/2017-05-31/morgan-stanley-takes-a-pause-on-tesla-in-downgrade-video
20170603,Toyota sells all shares in Tesla as their tie-up ends,"Toyota Motor Corp announced it sold all its shares in Tesla Inc by the end of 2016, marking the conclusion of their joint electric vehicle development tie-up. The Japanese automaker had initially invested $50 million for a roughly 3 percent stake in Tesla, and the sale is part of a regular review of investments after their partnership ended. Toyota is now stepping up its own electric car development efforts.",Reuters,https://www.reuters.com/article/world/toyota-sells-all-shares-in-tesla-as-their-tie-up-ends-idUSKBN18U05F/
20170606,Tesla CEO Elon Musk Signals New Factory for Model Y SUV,"Tesla CEO Elon Musk announced plans for a new factory to produce the Model Y SUV, citing space limitations at their current Fremont plant. This announcement comes even before the Model 3 sedan has begun production. Tesla Inc. is already looking ahead to its next vehicle and the manufacturing capacity required.",The Wall Street Journal,https://www.wsj.com/articles/tesla-ceo-elon-musk-signals-new-factory-for-model-y-suv-1496797117?gaa_at=eafs&gaa_n=AWEtsqdzXMjEFxbjtUFNiq3tREHvoCfUYSHqJ5SeeP1h64x-fJdOpVHNgoWR&gaa_ts=690842a5&gaa_sig=ORTGzgndXnWpkruikJn8Txrr6fIxkpek90Bm5z_fPxUlaLbS0u_RqS7sagN3fjE9g0rLgOqdP-keEVID1FEIKg%3D%3D
20170612,Ride-hailing Ucar invests in China Tesla-challenger startup,"Ucar, a ride-hailing app, has led a 2.2 billion yuan (US$324 million) investment into Chinese electric vehicle start-up Xpeng Motors, marking its entry into automobile manufacturing. The company also announced a 10 billion yuan fund focused on future automobile technology, with Xpeng Motors being its first investment. Ucar plans to support Xpeng in manufacturing, sales, after-sales networks, and big-data-enabled marketing.",South China Morning Post,https://www.scmp.com/tech/start-ups/article/2098006/ride-hailing-ucar-invests-china-tesla-challenger-startup
20170620,Electric moment,"Shashank Reddy Goli, a graduate student at Wright State University, is interning at Tesla's manufacturing facility in Fremont, California. He works with the Lean Manufacturing and Operational Excellence team, focusing on optimizing processes, and had the opportunity to meet Elon Musk. Goli, who hopes to work at Tesla full-time after graduation, credits Wright State's faculty and diverse community for his academic success.",Wright State Newsroom,https://webapp2.wright.edu/web1/newsroom/2017/06/20/electric-moment/
20170620,"Driver killed in Tesla Autopilot crash ignored repeated warnings, NTSB says","The NTSB has released its initial findings on a fatal 2016 Tesla Autopilot crash, stating that the driver, Joshua Brown, ignored repeated warnings to retake control of the car. The Autopilot system failed to apply brakes when a tractor-trailer turned in front of the Tesla Model S. Tesla has since updated its Autopilot system to prevent drivers from using it if they do not respond to warnings, and emphasizes that Autopilot is a ""public beta"" and not a ""self-driving car.""",KATV,https://katv.com/news/auto-matters/driver-killed-in-tesla-autopilot-crash-ignored-repeated-warnings-ntsb-says?photo=3
20170622,"Yes, you can buy a Tesla electric car at its Scottsdale store","Tesla Inc. has begun selling cars from its Scottsdale Fashion Square store after winning a lengthy legal battle over its right to conduct direct sales in Arizona. The company obtained a dealer license on September 15, allowing sales from its store and ending challenges that started in 2012 when the Arizona Department of Transportation stated state law prevented automakers from competing with dealerships. Despite previous unsuccessful attempts to change state law, Tesla’s legal victory now allows direct sales in Arizona, a move opposed by the Arizona Automobile Dealers Association.",azcentral.com and The Arizona Republic,https://www.azcentral.com/story/money/business/tech/2017/06/22/tesla-selling-electric-cars-scottsdale-store-arizona/416527001/
20170623,Why won’t Tesla participate in the J.D. Power quality survey?,"The article discusses why Tesla does not participate in J.D. Power's annual Initial Quality Study. Tesla does not allow J.D. Power access to its customer registration data, which is necessary for the survey, despite other automakers cooperating. J.D. Power acknowledges Tesla's quality but notes their non-participation prevents inclusion in the industry benchmark study.",Autoweek,https://www.autoweek.com/news/green-cars/a1824236/why-wont-tesla-participate-jd-power-quality-survey/
20170627,"Tesla, Inc. Starts Selling Tesla-Branded Solar Panels in Its Stores","Tesla, Inc. has begun selling its newly launched Tesla-branded solar panels in its stores, following a successful pilot program. This move signifies the company's full integration of solar products into its brand after the SolarCity acquisition and aims to leverage Tesla's retail footprint for sales and cost synergies. The company anticipates energy product sales to become a larger share of its revenue.",The Motley Fool,https://www.fool.com/investing/2017/06/27/tesla-inc-starts-selling-tesla-branded-solar-panel.aspx
20170630,Elon Musk Teases Sunday Announcement About Tesla Model 3 Timing,"Elon Musk announced via Twitter that an update on the Tesla Model 3 timing would be provided on Sunday. The Model 3, priced at $35,000, is set to begin production next month. This anticipation has significantly boosted Tesla's shares, elevating its market capitalization above competitors like General Motors Co. and Ford Motor Co.",The Wall Street Journal,https://www.wsj.com/articles/elon-musk-teases-sunday-announcement-about-tesla-model-3-timing-1498834043?gaa_at=eafs&gaa_n=AWEtsqcRYAIFE4osXBe179A0ShLN7HJ4C5X9eN6jbDmNWHF5KkRUyziTwf33&gaa_ts=690842a0&gaa_sig=pNsAjZxwSRYjSm-Wv83NA8PDZkqv4tyjqFha1RxrKF8nxi1684FD4OeGPXw-i9X_A6iyNAmC21E58uEPtND1bw%3D%3D
20170710,Model 3 launch could signal the beginning -- or end -- for Tesla,"The launch of Tesla's Model 3 is a pivotal moment for the company, signaling a move from niche luxury carmaker to a mass-market electric vehicle provider. While Tesla has surprised some by starting production on time, the company faces immense pressure to meet ambitious production targets and overcome challenges in distribution and service infrastructure. Analysts have varying expectations for Tesla's ability to scale production and maintain customer satisfaction, especially given past issues with other models and the high expectations set by Elon Musk.",Autoweek,https://www.autoweek.com/news/green-cars/a1825551/model-3-launch-could-signal-beginning-or-end-tesla/
20170710,Musk Tweets Pictures of First Model 3 to Roll Off the Line,"Elon Musk tweeted pictures of the first Tesla Model 3 sedan to roll off the assembly line. The car was a gift from board member Ira Ehrenpreis for Musk's 46th birthday. Tesla anticipates exponential production increases for the Model 3, despite recent concerns about weakening demand for its Model S and a drop in registrations in key markets like California and Hong Kong.",VOA - Voice of America English News,https://www.voanews.com/a/musk-tweets-pictures-of-first-model-3-to-roll-off-the-line-/3936429.html
20170717,"US Stock Market — Live Quotes, News, Ideas","This page provides a comprehensive overview of the US stock market, featuring live quotes, news, and trading ideas. It includes market summaries, sector performance data, earnings calendars, and lists of most active and unusual volume stocks. The article also showcases various trading ideas and analyses from experts on specific stocks like NKE, RACE, NVIDIA, and TSLA.",TradingView,https://www.tradingview.com/markets/stocks-usa/
20170718,Southern Company launches Tesla Powerpack demo project,"Southern Company and its Gulf Power subsidiary have initiated a two-year research project in Florida using a Tesla Powerpack to better understand the operational aspects of commercial and industrial energy storage systems. The project, in collaboration with the Electric Power Research Institute and Tesla, aims to evaluate the benefits of storage for services like peak shaving, demand management, and backup power. This marks Southern Company's first Tesla Powerpack project and Gulf Power's first storage project, signaling a potentially significant step in energy storage for a major utility operating beyond high-penetration renewable energy areas.",pv magazine USA,https://pv-magazine-usa.com/2017/07/18/southern-company-launches-tesla-powerpack-demo-project/
20170720,XLY Stock Fund Price and Chart — AMEX:XLY,"This article provides a detailed overview of the State Street Consumer Discretionary Select Sector SPDR ETF (XLY), including its price performance, key statistics like AUM and expense ratio, and classification. It also shares various trading ideas and technical analyses from the TradingView community. The fund invests in US large-cap consumer discretionary stocks, with significant concentration in companies like Amazon and Tesla.",TradingView,https://www.tradingview.com/symbols/AMEX-XLY/
20170727,Over-the-air software updates coming to GM cars and trucks,"General Motors announced plans to introduce a new electrical vehicle architecture and infotainment system capable of over-the-air (OTA) updates before 2020. This move will bring GM closer to competitors like Tesla, which has been utilizing OTA updates for years, and is expected to save automakers billions and alter their relationship with drivers and dealerships. GM also recently hired a chief data officer to strengthen data analytics for customer experience and business-to-business opportunities.",Autoweek,https://www.autoweek.com/news/technology/a1826806/general-motors-planning-launch-over-air-software-updates/
20170729,Tesla’s Big Reveal Shows a Rough Road Ahead,"Tesla unveiled its Model 3 sedan, with CEO Elon Musk delivering the first 30 vehicles. While the company holds over 500,000 refundable deposits, investors are cautioned against expecting a similar stock market reaction. The article suggests that despite the fanfare, the Model 3 might struggle to meet the mass-market hype surrounding it.",The Wall Street Journal,https://www.wsj.com/articles/teslas-big-reveal-shows-a-rough-road-ahead-1501308368?gaa_at=eafs&gaa_n=AWEtsqeJOzspj5_1CTdf-abeXiZ79uOGOZpGJx8CxmgPcLreC9rtJhlezaTO&gaa_ts=6908429b&gaa_sig=vIM4M9ldlwfQCib8H55YeejB7y6NAcrnhwEbxFhALoYQew5YaztqgEw1tUgBbJ8OpxVN8tHnKMYM2CkdipRRbw%3D%3D
20170729,"Tesla, Inc.'s Model 3: What We Know So Far","Ahead of its final unveiling, Tesla had already revealed significant details about the Model 3, including its $35,000 starting price, over 215 miles of range, and sub-six-second 0-60 mph acceleration. The vehicle, smaller than the Model S, features a 15-inch display and will utilize Autopilot sensors, though Supercharging will not be free. Investors were watching closely for additional information at the launch event.",The Motley Fool,https://www.fool.com/investing/2017/07/28/tesla-incs-model-3-what-we-know-so-far.aspx
20170729,Tesla delivers first lower-cost Model 3 cars,"Tesla Inc. has delivered its first 30 Model 3 electric cars to employees, marking the release of its long-anticipated affordable vehicle with a $35,000 starting price and 220-mile range. CEO Elon Musk expects ""manufacturing hell"" for at least six months to meet the goal of producing 500,000 cars next year, with 500,000 people already having placed deposits. The Model 3 aims to transition Tesla from a luxury brand to the mainstream, despite potential production challenges and a global market shift towards SUVs.",WBMA,https://abc3340.com/news/auto-matters/tesla-delivers-first-lower-cost-model-3-cars-07-29-2017
20170801,Industry Focus: Manufacturing,"This article discusses the growth spurt in Nevada's manufacturing industry, highlighting challenges and opportunities identified by industry leaders. Key issues include workforce shortages due to rapid expansion and competition from large companies like Tesla and Panasonic, as well as regulatory hurdles. Automation is presented as a significant factor in increasing efficiency and enabling companies to remain competitive in the US.",Nevada Business Magazine,https://nevadabusiness.com/2017/08/industry-focus-manufacturing-2/
20170803,Tesla 3 official launch depends on suppliers,"Tesla's ambitious Model 3 launch timeline is heavily reliant on its suppliers' ability to meet high production demands, with CEO Elon Musk stating the company needs to produce 10,000 cars per week. The article highlights the critical role of strong supplier relationships for manufacturers with tight deadlines, citing issues faced by Apple due to supply chain delays. Despite past production struggles and what Musk calls ""manufacturing hell,"" Tesla's proximity to suppliers in Fremont, California, is expected to help them achieve their Model 3 production goals.",Supply Chain Dive,https://www.supplychaindive.com/news/Tesla-3-supply-chain-Elon-Musk-production/448287/
20170807,Tesla to Sell $1.5 Billion in Debt to Fuel Aggressive Expansion,"Tesla Inc. is planning to sell $1.5 billion in its first-ever traditional bond offering to finance its aggressive expansion, particularly with the launch of its lower-priced Model 3 sedan. This move signifies the company's shift from a luxury car manufacturer to a mass-market competitor. The bonds are expected to be sold as early as Friday, with Goldman Sachs Group Inc. underwriting the deal.",The Wall Street Journal,https://www.wsj.com/articles/tesla-to-sell-1-5-billion-in-debt-amid-launch-of-model-3-1502103232?gaa_at=eafs&gaa_n=AWEtsqesNyssxy9gIHcUv3DekjWsrA7kr_rCRb1VsU2Hehih8gmacNTWS2xO&gaa_ts=690842c3&gaa_sig=wGJgQTzuugAZpoDvnaKW0cGwhILOcGOMvY9kEehHwt1lUcwSs7SQtfIVaDjTzh8oZPcSyKmVD9tTQmry4yw_0A%3D%3D
20170810,"Exclusive: Tesla developing self-driving tech for semi-truck, wants to test in Nevada","Tesla Inc. is developing a self-driving, long-haul electric semi-truck capable of platooning and is seeking to test prototypes in Nevada and California, as revealed through correspondence with the Nevada DMV. This initiative places Tesla in a competitive realm of commercial transport, alongside companies like Uber and Alphabet's Waymo, despite skepticism regarding the economic feasibility of long-haul electric trucking due to battery range limitations. Tesla has been a leader in developing self-driving technology for its luxury cars, including the lower-priced Model 3.",Reuters,https://www.reuters.com/article/world/exclusive-tesla-developing-self-driving-tech-for-semi-truck-wants-to-test-in-n-idUSKBN1AP2GU/
20170811,"Tesla's first junk bond offering is a hit, but now Elon Musk must deliver: 'No more room for excuses'","Tesla successfully raised $1.8 billion, $300 million more than planned, in its first high-yield junk bond offering, indicating strong demand despite a recent drop in high-yield bonds. The company must now deliver on profitability, particularly with its new Model 3, as it has burned through billions of dollars in recent years. Analysts believe this offering shows investor confidence in Tesla's long-term growth story, but emphasize the need for results.",CNBC,https://www.cnbc.com/2017/08/11/tesla-debt-offering-raised-to-1-point-8-billion-300-million-more-than-planned-on-high-demand.html
20170812,Bond investors give Tesla a $1.8 billion endorsement,"Bond investors backed Tesla Inc.'s first foray into the U.S. junk bond market, providing a $1.8 billion boost for the electric car maker. The strong demand allowed Tesla to increase its offering from an initial $1.5 billion, with the proceeds intended to finance production of the mass-market Model 3. This successful debt issuance highlights robust investor appetite in the high-yield market, despite some analysts considering it pricey.",Reuters,https://www.reuters.com/article/business/bond-investors-give-tesla-a-18-billion-endorsement-idUSKBN1AS08P/
20170814,Merck CEO Resigns from Trump Council after Charlottesville,"Merck CEO Kenneth Frazier resigned from President Trump's American Manufacturing Council, citing intolerance and extremism after the Charlottesville violence. Frazier stated his responsibility to take a stand against hatred and bigotry, which prompted a response from Trump regarding drug prices. Other executives, including Elon Musk and Robert Iger, had previously left advisory councils due to disagreements with Trump's policies.",Scientific American,https://www.scientificamerican.com/article/merck-ceo-resigns-from-trump-council-after-charlottesville/
20170814,Why the Texas lawyer who started Southwest Airlines in 1967 never gave himself a raise or a bonus,"Herb Kelleher, co-founder of Southwest Airlines, famously never took a pay raise or bonus to set a good example for employees, instead receiving compensation in stock options. He maintained that this decision aligned with his philosophy of fiscal conservatism for the airline. Kelleher's approach is mirrored by other prominent CEOs like Elon Musk and Mark Zuckerberg, who also take minimal or no salaries.",CNBC,https://www.cnbc.com/2017/08/14/herb-kelleher-never-took-a-pay-raise-or-bonus-at-southwest.html
20170816,"SCE’s Wind Energy, Energy Storage Featured in CNBC World TV Show","Southern California Edison's (SCE) leadership in clean energy, particularly its use of wind power and battery storage, was featured in a CNBC World TV series episode titled ""Wind."" The episode highlighted SCE's Mira Loma battery storage facility, which uses 396 Tesla Powerpacks to store energy, and its connection to the Tehachapi Renewable Transmission Project. Edison International's president and CEO, Pedro Pizarro, also discussed the importance of renewable energy and storage for SCE's future.",Energized by Edison,https://energized.edison.com/stories/sces-wind-energy-energy-storage-featured-in-cnbc-world-tv-show
20170816,Why this Tesla fan thinks the company is losing its way,"An early Tesla adopter and owner of three vehicles criticizes the company for perceived loss of focus on consumer satisfaction, citing numerous product issues and a lack of responsiveness from customer service. Despite his belief in Tesla's mission and Elon Musk's vision, the author, who is now suing the company, fears that poor customer service and faulty design could jeopardize Tesla's future success. He emphasizes that being innovative should not excuse a company from being responsive to its customers.",Autoweek,https://www.autoweek.com/news/green-cars/a1828341/tesla-losing-its-way/
20170829,Novonix secures Canadian funding for its lithium battery technology,"Novonix Limited (ASX:NVX) has secured C$500,000 in funding from the Government of Canada to advance its innovative battery testing technologies. The company, a developer and supplier for the lithium-ion battery industry, will use the funds for research and development of battery chargers and cell testing, aiming to expand its international marketing efforts. This investment is timely as Novonix expects growing demand for energy-efficient batteries, with its expertise already sought by major companies like Apple and Tesla Motors.",Proactive financial news,https://www.proactiveinvestors.com/companies/news/183133/novonix-secures-canadian-funding-for-its-lithium-battery-technology-183133.html
20170907,LG Group rules out producing its own electric cars,"LG Group has clarified that it is not planning to enter the electric vehicle manufacturing business, despite aggressively expanding its presence in the vehicle components sector. An official stated that the company is not considering manufacturing complete vehicles. Industry observers believe LG Group aims to be a comprehensive automotive parts firm, similar to Bosch, rather than an EV manufacturer like Tesla.",The Korea Herald,https://www.koreaherald.com/article/1440153
20170913,Tesla's head of business development leaves after 11 years,"Diarmuid O'Connell, Tesla's vice president of business development, has left the electric car company after more than 11 years. His responsibilities, including government relations, will be taken over by Jon McNeill, president of global sales and service. O'Connell stated he felt it was the right time to move on and spend more time with his family after seeing Tesla grow from a startup through the launch of the Model 3.",Reuters,https://www.reuters.com/article/us-tesla-executive/teslas-head-of-business-development-leaves-after-11-years-idUSKCN1BO2CV/
20170921,"This is the $50,000 electric pickup truck that will take on Tesla","Workhorse Group is introducing the W-15, an electric pickup truck with a range-extending gas motor, priced at just over $50,000, aiming to compete with Tesla. CEO Stephen Burns highlights its performance claims and notes significant consumer interest, with production for individual consumers set to begin in 2019. The company also anticipates strong demand from fleet users, with initial production vehicles expected in late 2018.",Cincinnati Enquirer,https://www.cincinnati.com/story/money/2017/09/21/50-000-electric-pickup-truck-take-tesla/677393001/
20170925,Tesla’s China Dream Edges Closer to Reality,"China is reportedly considering relaxing rules requiring foreign automakers to have a local partner, a change that could significantly benefit Tesla Inc. This move would allow Tesla to manufacture vehicles in China, a goal the company has pursued due to the country being the world's largest market for electric vehicles. This regulatory shift could address a major hurdle for Tesla, which has struggled to find a suitable local partner.",The Wall Street Journal,https://www.wsj.com/articles/china-eyeing-rule-change-that-could-aid-tesla-1506331805?gaa_at=eafs&gaa_n=AWEtsqdhbG4LUkzhjyvfCZNgVpbZSHb954PSifKQYt0GYPzkr67mxyQvHTGw&gaa_ts=690842b9&gaa_sig=PMxuM3umwITJFQt1PPSkqT2Mv2iDPvY1ybbOi41rK4V_FgusHtaAcvwEDh0wF5qiGaQHfg3X4EmZt60dmB7ptw%3D%3D
20170927,Tesla continues to rack up patents despite Elon Musk’s supposed distaste for patents,"Despite Elon Musk's public aversion to patents, Tesla Inc. continues to actively pursue and obtain new patents, including a recent application for a robotic battery swapping system. The article highlights the perceived hypocrisy in Musk's stance, arguing that his companies' patenting activities contradict his claims that patents stifle progress and primarily lead to lawsuits. It suggests that Tesla's ongoing patenting efforts are strategic business decisions, essential for protecting innovations and gaining market advantage, rather than an altruistic move.",IPWatchdog.com,https://ipwatchdog.com/2017/09/27/tesla-rack-patents-despite-elon-musk-distaste-patents/id=88068/
20170927,Tesla is said to shift to Intel from Nvidia for infotainment,"Tesla is reportedly switching its infotainment system chip supplier from Nvidia Corp to Intel Corp for its Model 3 and upcoming vehicle versions. This move highlights the growing importance of the automotive market for chipmakers and Intel's strategy to diversify beyond personal computers. While Tesla is a smaller automaker, its adoption of new technology makes such supplier changes significant in the tech industry.",The Indian Express,https://indianexpress.com/article/technology/tech-news-technology/tesla-is-said-to-shift-to-intel-from-nvidia-for-infotainment-4863717/
20171006,Behind Tesla’s Production Delays: Parts of Model 3 Were Being Made by Hand,"Tesla's production of its Model 3 sedan has been significantly hampered by ""production bottlenecks,"" leading to far fewer vehicles than promised. Unknown to most, major parts of the Model 3 were being assembled by hand as recently as early September, away from the automated production line. Experts deem this method highly unusual for mass production, likening it to outdated manufacturing techniques.",The Wall Street Journal,https://www.wsj.com/articles/behind-teslas-production-delays-parts-of-model-3-were-being-made-by-hand-1507321057?gaa_at=eafs&gaa_n=AWEtsqc4bAJtdKXF4b4YWwEPn_G89ihbJMmIM5g4kTWCO_26QUMWjjAhG9ie&gaa_ts=690842a5&gaa_sig=-m9r1wg1xgjy92SFOpNJ1RrNd2fiRTJ8uJ7pnv__UsnU_-09SEsLKiahO6nRHskiSCKFtGkloljgI6Wj5T5yvQ%3D%3D
20171006,Tesla Model 3 production falls short of targets in Q3,"Tesla Inc. missed its third-quarter production goals for the new Model 3 sedan, delivering only 220 cars and producing a total of 260, far short of CEO Elon Musk's initial projections. The company attributed the shortfall to ""production bottlenecks"" but stated there are no fundamental issues and expressed confidence in addressing them. This performance raises concerns among analysts about Tesla's ability to transition from a luxury car manufacturer to a mainstream automaker, although the company did report record overall vehicle deliveries for the quarter.",Boston.com,https://www.boston.com/cars/car-news/2017/10/06/tesla-model-3-production-falls-short-of-targets-in-q3/
20171012,"Tesla Recalling 11,000 Model X SUVs for Seat Issue","Tesla Inc. is recalling 11,000 Model X SUVs globally due to a potential issue where rear seats might not lock into place. The recall affects vehicles manufactured between October 28, 2016, and August 16, 2017, and Tesla estimates only about 3 percent of those have the defect. The company discovered the problem during internal testing and has not received any reports of injuries.",VOA - Voice of America English News,https://www.voanews.com/a/tesla-recalling-model-x-suv-seat-issue/4067966.html
20171016,"Tesla fires hundreds of employees, 400 to 700 may have lost their jobs","Tesla fired hundreds of employees, estimated to be between 400 and 700, as part of its annual performance reviews. This comes as the company is under pressure to ramp up production of its new Model 3 sedan and despite still looking to hire more workers. Tesla denies that union activities played a role in the firings, even though some pro-union employees were among those dismissed.",CBS News,https://www.cbsnews.com/news/tesla-fires-hundreds-of-workers-as-part-of-annual-reviews/
20171017,Volvo Unveils a Direct Challenge to Tesla,"Volvo has unveiled its first high-performance electric-car model in Shanghai, directly challenging Tesla Inc. This move reinforces Volvo's commitment to exclusively produce electric or hybrid vehicles starting in 2019. Its new stand-alone premium electric-vehicle company, Polestar, will launch its first two vehicles in 2019, backed by a $755 million investment from Volvo and Zhejiang Geely Holding Group Co.",The Wall Street Journal,https://www.wsj.com/articles/volvo-unveils-a-direct-challenge-to-tesla-1508252078?gaa_at=eafs&gaa_n=AWEtsqfaANmFHcKkCAmcf4vEkQ813FYYBa35zj3s1iEcwDBt_qWCI9k3EBcO&gaa_ts=690842a0&gaa_sig=l1ieaM7oLSTELcIIhtnNvHm0IwcyrYYmCMvObSMYcEBhd4PXOcnA9PUeocP2oP4IYGqukT2WvP9B8V2CzHw4vQ%3D%3D
20171022,Tesla reaches deal to set up a factory in China,"Electric-car maker Tesla Inc. has reached an agreement to establish a manufacturing facility in Shanghai, China. This deal, allowing for a wholly-owned factory in the city's free-trade zone, could significantly reduce production costs for Tesla. However, the company would still face China’s 25% import tariff on its vehicles.",MarketWatch,https://www.marketwatch.com/story/tesla-reaches-deal-to-set-up-a-factory-in-china-2017-10-22?gaa_at=eafs&gaa_n=AWEtsqe0vf4JDdKEjyVg9urx8KrTlWmFTV-_oHQIaZZVFDgmoYAquURcXdNh&gaa_ts=690842c3&gaa_sig=wRtKj4UOp4bFzhHndusH6gqm6DsjNwrFqQOf2rdlCsv9escbf8ZTKfIN2ugnMwOYa_yYwDqNkCCgW_ocC4VsFw%3D%3D
20171025,Elon Musk Was Wrong About Self-Driving Teslas,"This article discusses how Elon Musk's promises about Tesla's self-driving capabilities have not materialized as quickly as advertised. Tesla announced a plan for fully autonomous driving a year prior, but the feature is still not fully functional, despite being marketed to customers. The article highlights the discrepancy between the promised self-driving technology and its current implementation.",Bloomberg.com,https://www.bloomberg.com/news/articles/2017-10-25/can-tesla-make-up-for-autopilot-s-lost-year
20171026,A Tale of Tesla Seats Hints at Why So Few Cars Built,"The article explains how Tesla's decision to insource the production of its car seats, driven by Elon Musk's pursuit of perfection and control, is contributing to the company's manufacturing bottlenecks and missed production targets for the Model 3. Industry experts question this vertical integration strategy, suggesting it detracts from Tesla's core competencies and causes production inefficiencies, despite Musk viewing it as an opportunity for innovation. The delays and recalls related to seating highlight the challenges Tesla faces in scaling from a niche luxury producer to a mass-market automaker.",VOA - Voice of America English News,https://www.voanews.com/a/tesla-seats/4086894.html
20171027,Payne: First Tesla Michigan gallery opens at Somerset mall,"Tesla Inc. has opened its first stand-alone gallery space in Michigan at the Somerset Collection mall in Troy. This gallery, similar to an Apple store and located next to one, allows customers to learn about Tesla vehicles and energy products but not purchase cars directly due to Michigan's direct-to-consumer sales ban. The opening comes as Tesla battles state laws restricting its direct sales model, showcasing Model S and Model X vehicles, and highlighting its maintenance approach for electric vehicles.",The Detroit News,https://www.detroitnews.com/story/business/autos/mobility/2017/10/27/payne-first-tesla-store-opens-somerset/107043224/
20171106,Tesla Buys Minnesota-Based Manufacturer,"Tesla Inc. has acquired Perbix, a Minnesota-based manufacturer of highly automated equipment that has supplied Tesla for three years. This acquisition is part of CEO Elon Musk's strategy to enhance factory efficiency, following previous acquisitions aimed at boosting manufacturing expertise. Perbix, currently employing 150 people, will remain based north of Minneapolis with plans to recruit more staff.",CBS News,https://www.cbsnews.com/minnesota/news/tesla-buys-perbix/
20171116,Tesla racial discrimination class action gets 2025 trial date,"A California judge has set a tentative pretrial date of August 29, 2025, for a class action lawsuit alleging racial discrimination against nearly 6,000 Black former Tesla workers at its Fremont plant. The class certification aims to establish common facts and determine if injunctive relief is necessary against Tesla, with individual cases to follow for damages. The lawsuit, originally filed in 2017 by Marcus Vaughn, claims Tesla's factory was a ""hotbed for racist behavior"" and failed to address complaints.",Class Action Lawsuits,https://topclassactions.com/lawsuit-settlements/employment-labor/judge-grants-class-certification-in-tesla-racial-discrimination-class-action/
20171116,"Tesla, Elon Musk Unveil Electric Semi-Truck","Tesla Inc. unveiled its all-electric Class 8 tractor, marking its entry into the commercial truck business. The Tesla Semi, slated for 2019 production, is a day cab with a 500-mile range, designed for improved energy efficiency and lower operating costs compared to diesel trucks. It features a unique center driver's seat, dual touchscreens, enhanced autopilot, and advanced safety features, including jack-knife prevention and ""armor glass"" windshields.",Transport Topics,https://www.ttnews.com/articles/tesla-elon-musk-set-unveil-electric-semi-truck
20171117,New Tesla Roadster upstages rollout of electric big-rig truck,"Tesla Inc. CEO Elon Musk unveiled a new $200,000 Roadster, which he claimed would be the fastest production car ever, at an event that was primarily for the debut of an electric heavy-duty truck. The sports car can travel 620 miles on a single charge and accelerate from 0 to 60 mph in 1.9 seconds. This dual unveiling highlighted Tesla's ambitious projects while also drawing attention away from the company's struggles to roll out a more affordable sedan.",NBC News,https://www.nbcnews.com/business/autos/new-tesla-roadster-upstages-rollout-electric-big-rig-truck-n821716
20171117,Trucking company J.B. Hunt reserves Tesla trucks,"J.B. Hunt Transport Services Inc. has placed a reservation for Tesla Inc.'s new Semi trucks, following their launch. The trucking company did not specify the exact number of Tesla trucks it plans to acquire. Tesla's Semi trucks aim to compete with traditional diesel trucks by offering an affordable electric alternative with comparable range and cargo capacity.",Fox Business,https://www.foxbusiness.com/fox-business/trucking-company-j-b-hunt-reserves-tesla-trucks
20171117,"J.B. Hunt, Wal-Mart reserve Tesla electric big rig, analyst questions battery life, cost","J.B. Hunt Transport Services and Wal-Mart Stores have reserved ""multiple"" Tesla Semi electric big rigs after their unveiling, with J.B. Hunt planning to use them in intermodal and dedicated segments on the West Coast, and Wal-Mart testing 15 trucks in the U.S. and Canada. However, analysts from Jefferies and Stifel are questioning the battery longevity, total cost of ownership compared to diesel, and Tesla's decision to enter a market segment they believe is not well-suited for electric vehicles. Despite Tesla's claims of 500-mile range and lower TCO, concerns remain regarding battery depreciation and the estimated higher upfront cost.",Talk Business & Politics,https://talkbusiness.net/2017/11/j-b-hunt-wal-mart-reserve-tesla-electric-big-rig-analyst-questions-battery-life-cost/
